Year,Month,Date,Product Subcategory Name,Product Category,Territory Name,Territory Group,Sales
2008,Aug,01/08/2008,Touring Frames,Components,Canada,North America,16045.77
2008,Aug,01/08/2008,Touring Frames,Components,Central,North America,15652.24
2008,Aug,01/08/2008,Mountain Frames,Components,Germany,Europe,14840.50
2008,Aug,01/08/2008,Jerseys,Clothing,Canada,North America,14752.73
2008,Aug,01/08/2008,Mountain Frames,Components,Canada,North America,14562.44
2008,Aug,01/08/2008,Touring Bikes,Bikes,Northeast,North America,13359.88
2008,Aug,01/08/2008,Jerseys,Clothing,Southwest,North America,9967.73
2008,Aug,01/08/2008,Cranksets,Components,France,Europe,9841.19
2008,Aug,01/08/2008,Mountain Frames,Components,United Kingdom,Europe,9151.65
2008,Aug,01/08/2008,Shorts,Clothing,Northwest,North America,8657.06
2008,Aug,01/08/2008,Jerseys,Clothing,Northwest,North America,8279.51
2008,Aug,01/08/2008,Jerseys,Clothing,France,Europe,7980.81
2008,Aug,01/08/2008,Jerseys,Clothing,Germany,Europe,7465.77
2008,Aug,01/08/2008,Touring Frames,Components,Southeast,North America,7417.25
2008,Aug,01/08/2008,Road Frames,Components,United Kingdom,Europe,7117.23
2008,Aug,01/08/2008,Shorts,Clothing,Canada,North America,6688.94
2008,Aug,01/08/2008,Cranksets,Components,Northwest,North America,6641.79
2008,Aug,01/08/2008,Shorts,Clothing,Southwest,North America,6446.08
2008,Aug,01/08/2008,Helmets,Accessories,Canada,North America,6437.46
2008,Aug,01/08/2008,Bike Racks,Accessories,Canada,North America,6366.00
2008,Aug,01/08/2008,Helmets,Accessories,Southwest,North America,5542.42
2008,Aug,01/08/2008,Touring Frames,Components,Southwest,North America,5416.73
2008,Aug,01/08/2008,Vests,Clothing,France,Europe,5391.79
2008,Aug,01/08/2008,Vests,Clothing,Canada,North America,5384.80
2008,Aug,01/08/2008,Jerseys,Clothing,Northeast,North America,5152.09
2008,Aug,01/08/2008,Shorts,Clothing,Southeast,North America,5073.58
2008,Aug,01/08/2008,Shorts,Clothing,France,Europe,4706.83
2008,Aug,01/08/2008,Bike Racks,Accessories,France,Europe,4410.00
2008,Aug,01/08/2008,Helmets,Accessories,Northwest,North America,4302.72
2008,Aug,01/08/2008,Bike Racks,Accessories,Germany,Europe,4188.00
2008,Aug,01/08/2008,Pedals,Components,Southwest,North America,3995.86
2008,Aug,01/08/2008,Vests,Clothing,Southwest,North America,3982.72
2008,Aug,01/08/2008,Vests,Clothing,Northwest,North America,3877.31
2008,Aug,01/08/2008,Pedals,Components,Canada,North America,3822.56
2008,Aug,01/08/2008,Tires and Tubes,Accessories,Southwest,North America,3802.16
2008,Aug,01/08/2008,Jerseys,Clothing,Australia,Pacific,3788.48
2008,Aug,01/08/2008,Vests,Clothing,Germany,Europe,3777.62
2008,Aug,01/08/2008,Handlebars,Components,Northwest,North America,3718.80
2008,Aug,01/08/2008,Helmets,Accessories,Australia,Pacific,3659.95
2008,Aug,01/08/2008,Bike Racks,Accessories,Northwest,North America,3558.00
2008,Aug,01/08/2008,Jerseys,Clothing,United Kingdom,Europe,3543.56
2008,Aug,01/08/2008,Helmets,Accessories,France,Europe,3523.14
2008,Aug,01/08/2008,Tires and Tubes,Accessories,Australia,Pacific,3495.74
2008,Aug,01/08/2008,Hydration Packs,Accessories,Canada,North America,3418.18
2008,Aug,01/08/2008,Bike Racks,Accessories,Southwest,North America,3408.00
2008,Aug,01/08/2008,Pedals,Components,Northwest,North America,3258.94
2008,Aug,01/08/2008,Tires and Tubes,Accessories,Canada,North America,3217.86
2008,Aug,01/08/2008,Tires and Tubes,Accessories,Northwest,North America,3209.18
2008,Aug,01/08/2008,Road Frames,Components,Germany,Europe,3092.35
2008,Aug,01/08/2008,Helmets,Accessories,Germany,Europe,3091.02
2008,Aug,01/08/2008,Derailleurs,Components,France,Europe,3023.58
2008,Aug,01/08/2008,Gloves,Clothing,Canada,North America,2924.60
2008,Aug,01/08/2008,Handlebars,Components,France,Europe,2912.81
2008,Aug,01/08/2008,Jerseys,Clothing,Southeast,North America,2869.97
2008,Aug,01/08/2008,Shorts,Clothing,Central,North America,2824.10
2008,Aug,01/08/2008,Cranksets,Components,Germany,Europe,2737.73
2008,Aug,01/08/2008,Helmets,Accessories,United Kingdom,Europe,2673.24
2008,Aug,01/08/2008,Brakes,Components,France,Europe,2656.11
2008,Aug,01/08/2008,Vests,Clothing,Northeast,North America,2639.70
2008,Aug,01/08/2008,Pedals,Components,France,Europe,2635.33
2008,Aug,01/08/2008,Handlebars,Components,Southwest,North America,2481.29
2008,Aug,01/08/2008,Cranksets,Components,Southwest,North America,2470.40
2008,Aug,01/08/2008,Jerseys,Clothing,Central,North America,2331.27
2008,Aug,01/08/2008,Cranksets,Components,Northeast,North America,2227.43
2008,Aug,01/08/2008,Pedals,Components,Northeast,North America,2199.62
2008,Aug,01/08/2008,Shorts,Clothing,United Kingdom,Europe,2113.70
2008,Aug,01/08/2008,Hydration Packs,Accessories,Southwest,North America,2100.62
2008,Aug,01/08/2008,Tires and Tubes,Accessories,United Kingdom,Europe,2082.74
2008,Aug,01/08/2008,Vests,Clothing,Central,North America,2055.50
2008,Aug,01/08/2008,Pedals,Components,Southeast,North America,2052.21
2008,Aug,01/08/2008,Pedals,Components,Central,North America,2003.61
2008,Aug,01/08/2008,Handlebars,Components,Central,North America,1887.68
2008,Aug,01/08/2008,Tires and Tubes,Accessories,France,Europe,1853.48
2008,Aug,01/08/2008,Bike Racks,Accessories,Northeast,North America,1842.00
2008,Aug,01/08/2008,Cranksets,Components,Central,North America,1838.64
2008,Aug,01/08/2008,Saddles,Components,Northwest,North America,1787.62
2008,Aug,01/08/2008,Handlebars,Components,Canada,North America,1781.56
2008,Aug,01/08/2008,Tires and Tubes,Accessories,Germany,Europe,1709.07
2008,Aug,01/08/2008,Handlebars,Components,Southeast,North America,1656.67
2008,Aug,01/08/2008,Hydration Packs,Accessories,Northwest,North America,1636.50
2008,Aug,01/08/2008,Vests,Clothing,United Kingdom,Europe,1635.76
2008,Aug,01/08/2008,Brakes,Components,Northwest,North America,1597.50
2008,Aug,01/08/2008,Helmets,Accessories,Northeast,North America,1586.45
2008,Aug,01/08/2008,Shorts,Clothing,Northeast,North America,1532.78
2008,Aug,01/08/2008,Derailleurs,Components,Northwest,North America,1497.28
2008,Aug,01/08/2008,Saddles,Components,Southwest,North America,1470.74
2008,Aug,01/08/2008,Saddles,Components,France,Europe,1469.71
2008,Aug,01/08/2008,Bike Racks,Accessories,United Kingdom,Europe,1464.00
2008,Aug,01/08/2008,Hydration Packs,Accessories,France,Europe,1458.33
2008,Aug,01/08/2008,Shorts,Clothing,Australia,Pacific,1455.79
2008,Aug,01/08/2008,Brakes,Components,Central,North America,1405.80
2008,Aug,01/08/2008,Bottom Brackets,Components,France,Europe,1401.14
2008,Aug,01/08/2008,Vests,Clothing,Southeast,North America,1371.60
2008,Aug,01/08/2008,Gloves,Clothing,Southwest,North America,1332.26
2008,Aug,01/08/2008,Gloves,Clothing,France,Europe,1253.89
2008,Aug,01/08/2008,Helmets,Accessories,Southeast,North America,1238.65
2008,Aug,01/08/2008,Bike Racks,Accessories,Southeast,North America,1224.00
2008,Aug,01/08/2008,Gloves,Clothing,Northwest,North America,1194.13
2008,Aug,01/08/2008,Saddles,Components,Canada,North America,1185.91
2008,Aug,01/08/2008,Vests,Clothing,Australia,Pacific,1130.30
2008,Aug,01/08/2008,Hydration Packs,Accessories,Northeast,North America,1126.20
2008,Aug,01/08/2008,Bike Stands,Accessories,Australia,Pacific,1113.00
2008,Aug,01/08/2008,Pedals,Components,United Kingdom,Europe,1083.61
2008,Aug,01/08/2008,Bottles and Cages,Accessories,Canada,North America,1020.12
2008,Aug,01/08/2008,Gloves,Clothing,Germany,Europe,1003.60
2008,Aug,01/08/2008,Bottom Brackets,Components,Northwest,North America,979.99
2008,Aug,01/08/2008,Hydration Packs,Accessories,Germany,Europe,976.62
2008,Aug,01/08/2008,Saddles,Components,Southeast,North America,974.10
2008,Aug,01/08/2008,Saddles,Components,Central,North America,950.69
2008,Aug,01/08/2008,Fenders,Accessories,Southwest,North America,945.14
2008,Aug,01/08/2008,Fenders,Accessories,Canada,North America,923.16
2008,Aug,01/08/2008,Cranksets,Components,Canada,North America,907.16
2008,Aug,01/08/2008,Bottles and Cages,Accessories,Southwest,North America,887.67
2008,Aug,01/08/2008,Brakes,Components,Northeast,North America,871.17
2008,Aug,01/08/2008,Bike Racks,Accessories,Australia,Pacific,864.00
2008,Aug,01/08/2008,Bike Racks,Accessories,Central,North America,864.00
2008,Aug,01/08/2008,Bottom Brackets,Components,Germany,Europe,834.23
2008,Aug,01/08/2008,Socks,Clothing,Southwest,North America,826.09
2008,Aug,01/08/2008,Bike Stands,Accessories,Southwest,North America,795.00
2008,Aug,01/08/2008,Bottles and Cages,Accessories,Australia,Pacific,790.89
2008,Aug,01/08/2008,Gloves,Clothing,Northeast,North America,787.60
2008,Aug,01/08/2008,Derailleurs,Components,Germany,Europe,786.50
2008,Aug,01/08/2008,Hydration Packs,Accessories,Australia,Pacific,769.86
2008,Aug,01/08/2008,Helmets,Accessories,Central,North America,755.78
2008,Aug,01/08/2008,Bottles and Cages,Accessories,Northwest,North America,737.85
2008,Aug,01/08/2008,Saddles,Components,Germany,Europe,712.37
2008,Aug,01/08/2008,Caps,Clothing,Canada,North America,706.79
2008,Aug,01/08/2008,Cranksets,Components,Southeast,North America,672.27
2008,Aug,01/08/2008,Derailleurs,Components,Southwest,North America,657.78
2008,Aug,01/08/2008,Handlebars,Components,United Kingdom,Europe,651.61
2008,Aug,01/08/2008,Saddles,Components,Northeast,North America,646.32
2008,Aug,01/08/2008,Brakes,Components,Canada,North America,639.00
2008,Aug,01/08/2008,Gloves,Clothing,Australia,Pacific,636.74
2008,Aug,01/08/2008,Bottom Brackets,Components,Southwest,North America,631.73
2008,Aug,01/08/2008,Gloves,Clothing,United Kingdom,Europe,617.15
2008,Aug,01/08/2008,Hydration Packs,Accessories,United Kingdom,Europe,615.89
2008,Aug,01/08/2008,Touring Frames,Components,Northeast,North America,602.35
2008,Aug,01/08/2008,Caps,Clothing,Southwest,North America,585.43
2008,Aug,01/08/2008,Handlebars,Components,Northeast,North America,578.89
2008,Aug,01/08/2008,Brakes,Components,Southwest,North America,575.10
2008,Aug,01/08/2008,Handlebars,Components,Germany,Europe,574.52
2008,Aug,01/08/2008,Pedals,Components,Germany,Europe,562.06
2008,Aug,01/08/2008,Saddles,Components,United Kingdom,Europe,555.26
2008,Aug,01/08/2008,Fenders,Accessories,Northwest,North America,549.50
2008,Aug,01/08/2008,Mountain Frames,Components,Australia,Pacific,535.31
2008,Aug,01/08/2008,Hydration Packs,Accessories,Southeast,North America,527.90
2008,Aug,01/08/2008,Socks,Clothing,Canada,North America,508.83
2008,Aug,01/08/2008,Hydration Packs,Accessories,Central,North America,494.91
2008,Aug,01/08/2008,Cranksets,Components,United Kingdom,Europe,485.99
2008,Aug,01/08/2008,Derailleurs,Components,Central,North America,475.12
2008,Aug,01/08/2008,Socks,Clothing,Northeast,North America,466.94
2008,Aug,01/08/2008,Shorts,Clothing,Germany,Europe,461.93
2008,Aug,01/08/2008,Wheels,Components,Germany,Europe,450.91
2008,Aug,01/08/2008,Caps,Clothing,Germany,Europe,445.63
2008,Aug,01/08/2008,Bottles and Cages,Accessories,France,Europe,440.80
2008,Aug,01/08/2008,Tights,Clothing,Germany,Europe,438.69
2008,Aug,01/08/2008,Derailleurs,Components,Canada,North America,438.20
2008,Aug,01/08/2008,Bottles and Cages,Accessories,Germany,Europe,413.62
2008,Aug,01/08/2008,Cleaners,Accessories,Canada,North America,411.81
2008,Aug,01/08/2008,Caps,Clothing,Northwest,North America,396.01
2008,Aug,01/08/2008,Caps,Clothing,France,Europe,384.59
2008,Aug,01/08/2008,Caps,Clothing,Australia,Pacific,373.98
2008,Aug,01/08/2008,Fenders,Accessories,Australia,Pacific,373.66
2008,Aug,01/08/2008,Chains,Components,France,Europe,359.87
2008,Aug,01/08/2008,Bottles and Cages,Accessories,United Kingdom,Europe,357.47
2008,Aug,01/08/2008,Road Frames,Components,Australia,Pacific,356.90
2008,Aug,01/08/2008,Bottom Brackets,Components,Canada,North America,356.36
2008,Aug,01/08/2008,Bottom Brackets,Components,Central,North America,356.36
2008,Aug,01/08/2008,Caps,Clothing,United Kingdom,Europe,343.24
2008,Aug,01/08/2008,Cleaners,Accessories,Northwest,North America,325.95
2008,Aug,01/08/2008,Bike Stands,Accessories,France,Europe,318.00
2008,Aug,01/08/2008,Bike Stands,Accessories,Germany,Europe,318.00
2008,Aug,01/08/2008,Bike Stands,Accessories,Northwest,North America,318.00
2008,Aug,01/08/2008,Bike Stands,Accessories,United Kingdom,Europe,318.00
2008,Aug,01/08/2008,Socks,Clothing,Central,North America,312.76
2008,Aug,01/08/2008,Gloves,Clothing,Southeast,North America,308.57
2008,Aug,01/08/2008,Cleaners,Accessories,France,Europe,302.10
2008,Aug,01/08/2008,Handlebars,Components,Australia,Pacific,294.80
2008,Aug,01/08/2008,Derailleurs,Components,Southeast,North America,292.45
2008,Aug,01/08/2008,Bottom Brackets,Components,Australia,Pacific,291.58
2008,Aug,01/08/2008,Saddles,Components,Australia,Pacific,285.29
2008,Aug,01/08/2008,Bottom Brackets,Components,Northeast,North America,283.47
2008,Aug,01/08/2008,Socks,Clothing,Northwest,North America,279.77
2008,Aug,01/08/2008,Derailleurs,Components,Australia,Pacific,274.47
2008,Aug,01/08/2008,Socks,Clothing,Southeast,North America,270.42
2008,Aug,01/08/2008,Gloves,Clothing,Central,North America,264.49
2008,Aug,01/08/2008,Fenders,Accessories,France,Europe,263.76
2008,Aug,01/08/2008,Brakes,Components,Australia,Pacific,255.60
2008,Aug,01/08/2008,Cleaners,Accessories,Northeast,North America,238.10
2008,Aug,01/08/2008,Cleaners,Accessories,Southwest,North America,233.73
2008,Aug,01/08/2008,Fenders,Accessories,Germany,Europe,219.80
2008,Aug,01/08/2008,Cleaners,Accessories,Germany,Europe,196.68
2008,Aug,01/08/2008,Brakes,Components,Germany,Europe,191.70
2008,Aug,01/08/2008,Brakes,Components,United Kingdom,Europe,191.70
2008,Aug,01/08/2008,Socks,Clothing,France,Europe,176.20
2008,Aug,01/08/2008,Cleaners,Accessories,Australia,Pacific,166.95
2008,Aug,01/08/2008,Caps,Clothing,Northeast,North America,159.84
2008,Aug,01/08/2008,Bike Stands,Accessories,Canada,North America,159.00
2008,Aug,01/08/2008,Socks,Clothing,United Kingdom,Europe,140.24
2008,Aug,01/08/2008,Caps,Clothing,Central,North America,137.73
2008,Aug,01/08/2008,Caps,Clothing,Southeast,North America,124.06
2008,Aug,01/08/2008,Chains,Components,Germany,Europe,121.44
2008,Aug,01/08/2008,Socks,Clothing,Germany,Europe,120.47
2008,Aug,01/08/2008,Bib-Shorts,Clothing,Germany,Europe,116.99
2008,Aug,01/08/2008,Derailleurs,Components,United Kingdom,Europe,109.79
2008,Aug,01/08/2008,Chains,Components,Canada,North America,109.30
2008,Aug,01/08/2008,Chains,Components,Northeast,North America,109.30
2008,Aug,01/08/2008,Chains,Components,Northwest,North America,109.30
2008,Aug,01/08/2008,Bottles and Cages,Accessories,Northeast,North America,100.80
2008,Aug,01/08/2008,Pedals,Components,Australia,Pacific,97.18
2008,Aug,01/08/2008,Chains,Components,Central,North America,97.15
2008,Aug,01/08/2008,Fenders,Accessories,United Kingdom,Europe,87.92
2008,Aug,01/08/2008,Cleaners,Accessories,United Kingdom,Europe,76.32
2008,Aug,01/08/2008,Bottom Brackets,Components,Southeast,North America,72.89
2008,Aug,01/08/2008,Bottom Brackets,Components,United Kingdom,Europe,72.89
2008,Aug,01/08/2008,Chains,Components,Southwest,North America,72.86
2008,Aug,01/08/2008,Cleaners,Accessories,Central,North America,71.55
2008,Aug,01/08/2008,Cleaners,Accessories,Southeast,North America,66.78
2008,Aug,01/08/2008,Brakes,Components,Southeast,North America,63.90
2008,Aug,01/08/2008,Bottles and Cages,Accessories,Southeast,North America,58.88
2008,Aug,01/08/2008,Derailleurs,Components,Northeast,North America,54.89
2008,Aug,01/08/2008,Socks,Clothing,Australia,Pacific,53.94
2008,Aug,01/08/2008,Chains,Components,Australia,Pacific,48.58
2008,Aug,01/08/2008,Chains,Components,Southeast,North America,48.58
2008,Aug,01/08/2008,Bottles and Cages,Accessories,Central,North America,38.92
2008,Aug,01/08/2008,Chains,Components,United Kingdom,Europe,24.29
2008,Aug,01/08/2008,Tires and Tubes,Accessories,Northeast,North America,23.77
2008,Aug,01/08/2008,Tires and Tubes,Accessories,Southeast,North America,20.15
2008,Aug,01/08/2008,Tires and Tubes,Accessories,Central,North America,2.75
2008,Sep,01/09/2008,Mountain Bikes,Bikes,Southwest,North America,330732.35
2008,Sep,01/09/2008,Touring Bikes,Bikes,Northwest,North America,252461.24
2008,Sep,01/09/2008,Road Bikes,Bikes,Southwest,North America,246010.48
2008,Sep,01/09/2008,Mountain Bikes,Bikes,Canada,North America,231141.34
2008,Sep,01/09/2008,Touring Bikes,Bikes,Canada,North America,225143.67
2008,Sep,01/09/2008,Touring Bikes,Bikes,Australia,Pacific,197528.85
2008,Sep,01/09/2008,Mountain Bikes,Bikes,Northwest,North America,194031.86
2008,Sep,01/09/2008,Mountain Bikes,Bikes,United Kingdom,Europe,185620.61
2008,Sep,01/09/2008,Road Bikes,Bikes,United Kingdom,Europe,169953.22
2008,Sep,01/09/2008,Mountain Bikes,Bikes,Australia,Pacific,165452.61
2008,Sep,01/09/2008,Road Bikes,Bikes,Australia,Pacific,157835.54
2008,Sep,01/09/2008,Touring Bikes,Bikes,Southwest,North America,157009.97
2008,Sep,01/09/2008,Road Bikes,Bikes,Northeast,North America,135100.51
2008,Sep,01/09/2008,Touring Bikes,Bikes,United Kingdom,Europe,130480.89
2008,Sep,01/09/2008,Road Bikes,Bikes,Southeast,North America,125861.27
2008,Sep,01/09/2008,Road Bikes,Bikes,France,Europe,118106.86
2008,Sep,01/09/2008,Mountain Bikes,Bikes,Central,North America,111375.05
2008,Sep,01/09/2008,Touring Bikes,Bikes,Southeast,North America,102068.11
2008,Sep,01/09/2008,Road Bikes,Bikes,Canada,North America,95085.49
2008,Sep,01/09/2008,Touring Bikes,Bikes,Germany,Europe,86537.64
2008,Sep,01/09/2008,Road Bikes,Bikes,Central,North America,85589.72
2008,Sep,01/09/2008,Mountain Frames,Components,Southwest,North America,77987.57
2008,Sep,01/09/2008,Road Bikes,Bikes,Northwest,North America,70395.11
2008,Sep,01/09/2008,Mountain Bikes,Bikes,Germany,Europe,70102.49
2008,Sep,01/09/2008,Touring Bikes,Bikes,Northeast,North America,69650.91
2008,Sep,01/09/2008,Mountain Bikes,Bikes,France,Europe,68785.65
2008,Sep,01/09/2008,Mountain Frames,Components,Northwest,North America,68165.47
2008,Sep,01/09/2008,Touring Frames,Components,Canada,North America,66513.24
2008,Sep,01/09/2008,Touring Bikes,Bikes,Central,North America,61147.63
2008,Sep,01/09/2008,Road Frames,Components,Southwest,North America,60458.66
2008,Sep,01/09/2008,Touring Frames,Components,Northwest,North America,59981.99
2008,Sep,01/09/2008,Mountain Frames,Components,Canada,North America,57140.60
2008,Sep,01/09/2008,Touring Bikes,Bikes,France,Europe,50083.03
2008,Sep,01/09/2008,Road Frames,Components,United Kingdom,Europe,41147.11
2008,Sep,01/09/2008,Road Bikes,Bikes,Germany,Europe,40641.94
2008,Sep,01/09/2008,Road Frames,Components,Northeast,North America,39738.29
2008,Sep,01/09/2008,Mountain Frames,Components,Central,North America,37110.15
2008,Sep,01/09/2008,Mountain Frames,Components,United Kingdom,Europe,36254.75
2008,Sep,01/09/2008,Touring Frames,Components,United Kingdom,Europe,35203.29
2008,Sep,01/09/2008,Road Frames,Components,France,Europe,33833.40
2008,Sep,01/09/2008,Touring Frames,Components,Southwest,North America,30687.89
2008,Sep,01/09/2008,Road Frames,Components,Southeast,North America,28076.00
2008,Sep,01/09/2008,Touring Frames,Components,Australia,Pacific,25278.82
2008,Sep,01/09/2008,Road Frames,Components,Central,North America,21193.54
2008,Sep,01/09/2008,Touring Frames,Components,Southeast,North America,17648.38
2008,Sep,01/09/2008,Road Frames,Components,Canada,North America,16956.26
2008,Sep,01/09/2008,Mountain Frames,Components,France,Europe,15857.14
2008,Sep,01/09/2008,Road Frames,Components,Northwest,North America,14912.21
2008,Sep,01/09/2008,Touring Frames,Components,Germany,Europe,14040.87
2008,Sep,01/09/2008,Touring Frames,Components,Central,North America,13849.58
2008,Sep,01/09/2008,Touring Frames,Components,Northeast,North America,13236.28
2008,Sep,01/09/2008,Jerseys,Clothing,Canada,North America,11773.10
2008,Sep,01/09/2008,Mountain Frames,Components,Australia,Pacific,11752.36
2008,Sep,01/09/2008,Jerseys,Clothing,Southwest,North America,10782.71
2008,Sep,01/09/2008,Shorts,Clothing,Canada,North America,9692.22
2008,Sep,01/09/2008,Jerseys,Clothing,Australia,Pacific,9497.55
2008,Sep,01/09/2008,Shorts,Clothing,Southwest,North America,9268.08
2008,Sep,01/09/2008,Cranksets,Components,Northwest,North America,8196.95
2008,Sep,01/09/2008,Cranksets,Components,Southwest,North America,7905.36
2008,Sep,01/09/2008,Mountain Bikes,Bikes,Southeast,North America,6884.97
2008,Sep,01/09/2008,Mountain Frames,Components,Germany,Europe,6680.46
2008,Sep,01/09/2008,Jerseys,Clothing,United Kingdom,Europe,6134.94
2008,Sep,01/09/2008,Bike Racks,Accessories,Southwest,North America,6127.20
2008,Sep,01/09/2008,Cranksets,Components,Canada,North America,6001.91
2008,Sep,01/09/2008,Shorts,Clothing,Northwest,North America,5902.96
2008,Sep,01/09/2008,Jerseys,Clothing,Northwest,North America,5780.73
2008,Sep,01/09/2008,Helmets,Accessories,Canada,North America,5622.89
2008,Sep,01/09/2008,Helmets,Accessories,Southwest,North America,5226.11
2008,Sep,01/09/2008,Bike Racks,Accessories,Canada,North America,5199.60
2008,Sep,01/09/2008,Vests,Clothing,Canada,North America,5173.35
2008,Sep,01/09/2008,Helmets,Accessories,Australia,Pacific,5150.53
2008,Sep,01/09/2008,Cranksets,Components,Australia,Pacific,4940.84
2008,Sep,01/09/2008,Jerseys,Clothing,Northeast,North America,4651.69
2008,Sep,01/09/2008,Shorts,Clothing,Central,North America,4304.39
2008,Sep,01/09/2008,Vests,Clothing,Southwest,North America,4229.10
2008,Sep,01/09/2008,Vests,Clothing,Australia,Pacific,4208.78
2008,Sep,01/09/2008,Shorts,Clothing,United Kingdom,Europe,4116.11
2008,Sep,01/09/2008,Jerseys,Clothing,Germany,Europe,4098.35
2008,Sep,01/09/2008,Pedals,Components,Canada,North America,4012.12
2008,Sep,01/09/2008,Helmets,Accessories,United Kingdom,Europe,3931.48
2008,Sep,01/09/2008,Jerseys,Clothing,Central,North America,3901.66
2008,Sep,01/09/2008,Jerseys,Clothing,Southeast,North America,3865.32
2008,Sep,01/09/2008,Handlebars,Components,Canada,North America,3852.68
2008,Sep,01/09/2008,Pedals,Components,Southwest,North America,3704.36
2008,Sep,01/09/2008,Jerseys,Clothing,France,Europe,3613.61
2008,Sep,01/09/2008,Bike Racks,Accessories,Australia,Pacific,3544.80
2008,Sep,01/09/2008,Helmets,Accessories,Northwest,North America,3533.99
2008,Sep,01/09/2008,Tires and Tubes,Accessories,Australia,Pacific,3460.98
2008,Sep,01/09/2008,Tires and Tubes,Accessories,Southwest,North America,3418.29
2008,Sep,01/09/2008,Vests,Clothing,United Kingdom,Europe,3402.97
2008,Sep,01/09/2008,Bike Racks,Accessories,United Kingdom,Europe,3390.00
2008,Sep,01/09/2008,Cranksets,Components,United Kingdom,Europe,3353.28
2008,Sep,01/09/2008,Tires and Tubes,Accessories,Canada,North America,3266.05
2008,Sep,01/09/2008,Pedals,Components,Northwest,North America,3148.82
2008,Sep,01/09/2008,Bike Racks,Accessories,Northwest,North America,3134.40
2008,Sep,01/09/2008,Brakes,Components,Southwest,North America,2811.60
2008,Sep,01/09/2008,Derailleurs,Components,Southwest,North America,2739.96
2008,Sep,01/09/2008,Tires and Tubes,Accessories,Northwest,North America,2667.42
2008,Sep,01/09/2008,Helmets,Accessories,Germany,Europe,2652.24
2008,Sep,01/09/2008,Handlebars,Components,Northwest,North America,2543.92
2008,Sep,01/09/2008,Bike Racks,Accessories,France,Europe,2520.00
2008,Sep,01/09/2008,Helmets,Accessories,France,Europe,2500.04
2008,Sep,01/09/2008,Bottom Brackets,Components,Southwest,North America,2429.76
2008,Sep,01/09/2008,Tires and Tubes,Accessories,United Kingdom,Europe,2398.32
2008,Sep,01/09/2008,Vests,Clothing,Northeast,North America,2393.95
2008,Sep,01/09/2008,Gloves,Clothing,Canada,North America,2392.67
2008,Sep,01/09/2008,Brakes,Components,Northwest,North America,2364.30
2008,Sep,01/09/2008,Bike Racks,Accessories,Northeast,North America,2340.00
2008,Sep,01/09/2008,Vests,Clothing,Northwest,North America,2308.86
2008,Sep,01/09/2008,Saddles,Components,Canada,North America,2303.34
2008,Sep,01/09/2008,Hydration Packs,Accessories,Canada,North America,2296.38
2008,Sep,01/09/2008,Shorts,Clothing,Australia,Pacific,2211.68
2008,Sep,01/09/2008,Cranksets,Components,Germany,Europe,2203.14
2008,Sep,01/09/2008,Derailleurs,Components,Northwest,North America,2191.97
2008,Sep,01/09/2008,Vests,Clothing,Central,North America,2136.14
2008,Sep,01/09/2008,Handlebars,Components,Southwest,North America,2080.43
2008,Sep,01/09/2008,Handlebars,Components,United Kingdom,Europe,2050.66
2008,Sep,01/09/2008,Hydration Packs,Accessories,Southwest,North America,2006.04
2008,Sep,01/09/2008,Bottom Brackets,Components,Northwest,North America,1984.29
2008,Sep,01/09/2008,Vests,Clothing,France,Europe,1953.26
2008,Sep,01/09/2008,Road Frames,Components,Germany,Europe,1920.13
2008,Sep,01/09/2008,Brakes,Components,Canada,North America,1917.00
2008,Sep,01/09/2008,Tires and Tubes,Accessories,France,Europe,1877.04
2008,Sep,01/09/2008,Bike Racks,Accessories,Central,North America,1872.00
2008,Sep,01/09/2008,Shorts,Clothing,Germany,Europe,1852.93
2008,Sep,01/09/2008,Derailleurs,Components,Australia,Pacific,1809.61
2008,Sep,01/09/2008,Hydration Packs,Accessories,Australia,Pacific,1781.68
2008,Sep,01/09/2008,Shorts,Clothing,France,Europe,1774.25
2008,Sep,01/09/2008,Bike Racks,Accessories,Southeast,North America,1770.00
2008,Sep,01/09/2008,Saddles,Components,Southwest,North America,1754.11
2008,Sep,01/09/2008,Pedals,Components,United Kingdom,Europe,1736.35
2008,Sep,01/09/2008,Pedals,Components,Central,North America,1723.41
2008,Sep,01/09/2008,Vests,Clothing,Germany,Europe,1695.45
2008,Sep,01/09/2008,Helmets,Accessories,Northeast,North America,1679.52
2008,Sep,01/09/2008,Saddles,Components,Northwest,North America,1609.16
2008,Sep,01/09/2008,Derailleurs,Components,Canada,North America,1607.06
2008,Sep,01/09/2008,Brakes,Components,Australia,Pacific,1597.50
2008,Sep,01/09/2008,Tires and Tubes,Accessories,Germany,Europe,1561.74
2008,Sep,01/09/2008,Hydration Packs,Accessories,Northwest,North America,1528.72
2008,Sep,01/09/2008,Handlebars,Components,Central,North America,1525.57
2008,Sep,01/09/2008,Gloves,Clothing,Southwest,North America,1518.38
2008,Sep,01/09/2008,Gloves,Clothing,Australia,Pacific,1488.01
2008,Sep,01/09/2008,Bike Racks,Accessories,Germany,Europe,1488.00
2008,Sep,01/09/2008,Vests,Clothing,Southeast,North America,1449.07
2008,Sep,01/09/2008,Handlebars,Components,Southeast,North America,1423.25
2008,Sep,01/09/2008,Cranksets,Components,Southeast,North America,1393.15
2008,Sep,01/09/2008,Pedals,Components,France,Europe,1392.97
